sarcasm,rows,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,neg_f1,neu_f1,pos_f1
False,2504,0.639776357827476,0.6281087482916171,0.6176025916312903,0.6157740577997887,0.655949635822951,0.639776357827476,0.6417147465012151,0.5958944281524927,0.7126436781609196,0.5387840670859538
True,587,0.7853492333901193,0.442692732443799,0.4716401881937749,0.4475483017651693,0.8294239570748567,0.7853492333901193,0.8039333127754958,0.8775100401606426,0.2937062937062937,0.17142857142857143
