condition,training_rows,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,neg_precision,neu_precision,pos_precision,neg_recall,neu_recall,pos_recall,neg_f1,neu_f1,pos_f1,macro_f1_delta,positive_f1_delta
unaugmented_baseline,9273,0.6635393076674215,0.6409962404846564,0.6316753975466705,0.6334523685970158,0.6652627211098385,0.6635393076674215,0.6611152737360178,0.6580027359781122,0.726063829787234,0.5389221556886228,0.7702161729383507,0.6339009287925697,0.4909090909090909,0.7097012172630026,0.6768595041322314,0.5137963843958135,0.0,0.0
arabic_eda_positive_balanced,11502,0.6670980265286315,0.6579454100110861,0.6111559914973915,0.6207134637236774,0.6673704373826623,0.6670980265286315,0.6577467174433033,0.6415701415701416,0.7126341866226259,0.6196319018404908,0.7982385908726981,0.6679566563467493,0.36727272727272725,0.7113806635747414,0.6895725129844187,0.4611872146118721,-0.012738904873338397,-0.05260916978394142
