condition,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,neg_precision,neu_precision,pos_precision,neg_recall,neu_recall,pos_recall,neg_f1,neu_f1,pos_f1,macro_f1_delta,positive_f1_delta
unweighted_baseline,0.6370106761565836,0.6367746286204253,0.5771993393570284,0.5885562038507978,0.6368816461477538,0.6370106761565836,0.6262651163195498,0.6305309734513275,0.6431022649279341,0.6366906474820144,0.6845476381104884,0.7252321981424149,0.32181818181818184,0.6564299424184261,0.6817024372499091,0.427536231884058,0.0,0.0
balanced_class_weight,0.6285991588482692,0.6038556204905056,0.6045693167724911,0.603667227252133,0.629803187659382,0.6285991588482692,0.6285471560835826,0.6686851211072664,0.6508746355685131,0.4920071047957371,0.6188951160928743,0.6911764705882353,0.5036363636363637,0.6428274428274429,0.6704204204204204,0.4977538185085355,0.015111023401335189,0.07021758662447752
