epoch,training_loss,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
1,0.8840095629959986,0.6418634746036881,0.6231498002760889,0.5953221133995102,0.6039619597061119,0.6378137881448958,0.6418634746036881,0.6365475764712109
2,0.8079772442531061,0.6460692332578454,0.6359862179501828,0.5894366191893378,0.5997674900435409,0.6427296213580724,0.6460692332578454,0.6368206094819385
3,0.7872974248903284,0.6493044322225817,0.6488848047393941,0.5998660754290644,0.6090974671314108,0.654603844606983,0.6493044322225817,0.6401191515898053
4,0.7840441557551927,0.645422193464898,0.630319538126401,0.6163076764066285,0.6177357994278263,0.6502979907053583,0.645422193464898,0.6414214048609124
5,0.7799672307827243,0.6418634746036881,0.6499925703204341,0.5666871855679495,0.5724918431744641,0.645901411409397,0.6418634746036881,0.6230203290860766
6,0.7671626813908193,0.5965706890973795,0.58836417545866,0.591244638829555,0.5731642888907201,0.6297197055385568,0.5965706890973795,0.5961881663899092
