trial,dropout,hidden_size,learning_rate,best_epoch,epochs_ran,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
2,0.3,128,0.001,4,6,0.6467162730507926,0.6262201214197324,0.6104511281414662,0.6149366295374789,0.6448212503111204,0.6467162730507926,0.6426855402615258
3,0.5,64,0.001,5,7,0.6570689097379488,0.6512596421136156,0.6026323481150996,0.6128540068865794,0.6575057281782873,0.6570689097379488,0.6479497777495344
4,0.5,128,0.001,1,3,0.6450986735684244,0.6268914377259325,0.6000171154843003,0.6086266530983467,0.6407441715259992,0.6450986735684244,0.6400165859854009
1,0.3,64,0.001,2,4,0.6470397929472662,0.639303460788838,0.5871757535496452,0.5974475881427076,0.6442654454221161,0.6470397929472662,0.6364466543182603
