trial,dropout,learning_rate,num_filters,best_epoch,epochs_ran,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
4,0.5,0.001,128,4,6,0.6580394694273698,0.6481621284609705,0.6149417877486153,0.6255679865364385,0.6559145067166848,0.6580394694273698,0.6533242524390114
1,0.3,0.001,64,8,10,0.6590100291167906,0.6468888681984137,0.6158012928778148,0.6246701575158216,0.6575156160634185,0.6590100291167906,0.6535392794837482
2,0.3,0.001,128,5,7,0.656098350048528,0.653306478720332,0.6098105023093435,0.6205963408978207,0.657145851480601,0.656098350048528,0.649092096555242
3,0.5,0.001,64,4,6,0.656098350048528,0.6453396326271349,0.6089189678039457,0.6186580126076112,0.6542410303668204,0.656098350048528,0.6495757916367874
