trial,dropout,hidden_size,learning_rate,best_epoch,epochs_ran,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
1,0.3,64,0.001,2,4,0.6528631510837917,0.6310428749115159,0.6096153237441252,0.6164206035214305,0.6485818899747917,0.6528631510837917,0.648076027845733
4,0.5,128,0.001,2,4,0.6541572306696862,0.6431986906982655,0.6027662253641922,0.612922236562551,0.6512021063943745,0.6541572306696862,0.6464947898319675
2,0.3,128,0.001,2,4,0.6573924296344226,0.645014929003707,0.6016612866238201,0.6120566349869457,0.6534133023582789,0.6573924296344226,0.6488070820123203
3,0.5,64,0.001,2,4,0.6518925913943707,0.6386028855033197,0.6026100753010701,0.6111212631105837,0.6502729484898522,0.6518925913943707,0.6443310398947948
