trial,var_smoothing,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
4,0.001,0.569718537690068,0.5743023510398638,0.53585345582029,0.5279216763001681,0.605999842145977,0.569718537690068,0.5548646980262347
1,1e-06,0.568747978000647,0.5730589911559636,0.5350439330730933,0.5273345002206651,0.6044542160758269,0.568747978000647,0.5541521918329261
2,1e-05,0.568747978000647,0.5730589911559636,0.5350439330730933,0.5273345002206651,0.6044542160758269,0.568747978000647,0.5541521918329261
3,0.0001,0.568747978000647,0.5730589911559636,0.5350439330730933,0.5273345002206651,0.6044542160758269,0.568747978000647,0.5541521918329261
5,0.01,0.5681009382076998,0.5747512275329679,0.5335636893040091,0.5256747617051356,0.6051422621406528,0.5681009382076998,0.5522272846483719
6,0.1,0.5486897444192818,0.5751418244872646,0.5097908291921088,0.49729286373594883,0.6013214489638099,0.5486897444192818,0.5220651107969411
7,1.0,0.4636040116467163,0.5931507169212087,0.41349785335351497,0.3473675310636553,0.617646299146795,0.4636040116467163,0.36554304518371894
