trial,max_depth,min_samples_leaf,n_estimators,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
1,,1,200,0.6370106761565836,0.6367746286204253,0.5771993393570284,0.5885562038507978,0.6368816461477538,0.6370106761565836,0.6262651163195498
4,,2,400,0.6444516337754772,0.6521138789941432,0.5774560468339022,0.5880766229635732,0.6474562461578396,0.6444516337754772,0.6306092392941445
2,,1,400,0.6350695567777418,0.6356613273432804,0.5728668503805765,0.5836950203726492,0.635247623247194,0.6350695567777418,0.6232519936747374
3,,2,200,0.6370106761565836,0.639222545021983,0.5721382795325293,0.5824597009384727,0.6378590148753471,0.6370106761565836,0.6240619710515543
5,40.0,1,200,0.6043351666127467,0.6567649191646064,0.513088903245685,0.5037683055892626,0.6309064881678039,0.6043351666127467,0.5711705228738856
6,40.0,1,400,0.6069233257845358,0.6667473831646392,0.5138583406362955,0.5028081958738344,0.6371804059995239,0.6069233257845358,0.5722922461411895
8,40.0,2,400,0.608540925266904,0.6851843512781238,0.5113285231806798,0.49518782398461325,0.6479842226135071,0.608540925266904,0.5698551663651971
7,40.0,2,200,0.6046586865092203,0.6654338562435261,0.509187913610746,0.4945684526841358,0.6357940285759223,0.6046586865092203,0.5673976093578676
